lp;id slownika;kod IATA;nazwa;id kraju;kraj;miasto;utc;strefa czasowa;data od;data do
2342;10754;GNU;Goodnews Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2343;10755;GNV;Gainesville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2351;10765;GOK;Guthrie;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2352;10766;GOL;Gold Beach;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2354;10768;GON;Groton-New London Apt;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2355;10769;GOO;Groton;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2370;10786;GPT;Gulfport;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2371;10787;GPZ;Grand Rapids;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2372;10788;GQQ;Galion;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2374;10790;GRB;Green Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2376;10792;GRD;Greenwood;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2377;10793;GRE;Greenville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2380;10796;GRI;Grand Island;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2384;10800;GRM;Grand Marais;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2388;10804;GRR;Grand Rapids;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2395;10813;GSB;Goldsboro;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2397;10815;GSH;Goshen;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2402;10820;GSO;High Point-Greensboro Apt;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2403;10821;GSP;Greenville-Greer Apt;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2407;10825;GST;Gustavus;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2412;10833;GTF;Great Falls;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2417;10838;GTY;Gettysburg;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2420;10841;GUC;Gunnison;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2423;10844;GUF;Gulf Shores;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2431;10852;GUP;Gallup;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2434;10855;GUS;Peru;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2437;10858;GUY;Guymon;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2438;10859;GVE;Gordonsville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2440;10861;GVL;Gainesville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2443;10864;GVT;Greenville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2444;10865;GVW;Grandview;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2451;10872;GWO;Greenwood;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2452;10873;GWS;Glenwood Springs;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2454;10875;GWV;Glendale;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2458;10880;GXY;Greeley;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2466;10888;GYR;Goodyear;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2468;10890;GYY;Gary;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2471;10893;HAB;Hamilton;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2474;10896;HAE;Havasupai;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2475;10897;HAF;Half Moon Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2478;10900;HAI;Three Rivers;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2481;10906;HAO;Hamilton;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2484;10909;HAR;Harrisburg;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2487;10914;HAY;Haycock;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2490;10917;HBC;Hanus Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2492;10919;HBG;Hattiesburg;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2493;10920;HBH;Hobart Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2497;10924;HBR;Hobart;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2500;10927;HCA;Big Spring;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2501;10928;HCB;Shoal Cove;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2502;10929;HCC;Hudson;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2507;10934;HCR;Holy Cross;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2508;10935;HCW;Cheraw;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2509;10936;HDA;Hidden Falls;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2511;10938;HDE;Holdrege;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2514;10941;HDN;Hayden;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2520;10948;HED;Herendeen;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2521;10949;HEE;Helena;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2525;10954;HES;Hermiston;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2528;10957;HEV;Hendersonville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2529;10958;HEZ;Natchez;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2531;10960;HFD;Hartford;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2533;10962;HFF;Hoffman;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2541;10972;HGR;Hagerstown;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2543;10974;HGT;Jolon;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2545;10976;HGZ;Hogatza;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2547;10978;HHH;Hilton Head Island;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2548;10979;HHI;Wahiawa;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2551;10982;HHR;Hawthorne;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2553;10984;HIB;Hibbing-Chisholm Apt;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2555;10986;HIE;Whitefield;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2556;10987;HIF;Hill Air Force Base;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2559;10990;HII;Lake Havasu City;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2563;10994;HIO;Hillsboro;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2573;11004;HKB;Healy Lake;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2578;11012;HKY;Hickory;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2580;11014;HLB;Batesville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2581;11015;HLC;Hill City;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2584;11018;HLG;Wheeling;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2586;11020;HLI;Hollister;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2588;11022;HLM;Holland;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2589;11023;HLN;Helena;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2601;11036;HMS;Homeshore;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2602;11037;HMT;Hemet;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2605;11040;HNB;Huntingburg;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2606;11041;HNC;Hatteras;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2608;11043;HNE;Tahneta Pass Lodge;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2610;11045;HNH;Hoonah;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2613;11048;HNL;Honolulu;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2614;11049;HNM;Hana;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2617;11052;HNS;Haines;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2618;11053;HNX;Hanna;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2621;11056;HOB;Hobbs;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2630;11065;HOL;Holikachuk;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2631;11066;HOM;Homer;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2632;11067;HON;Huron;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2633;11068;HOP;Hopkinsville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2637;11072;HOT;Hot Springs;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2638;11073;HOU;Houston;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2642;11077;HPB;Hooper Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2644;11079;HPN;Westchester County Apt;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2645;11080;HPT;Hampton;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2646;11081;HPY;Baytown;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2647;11082;HQM;Hoquiam;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2655;11091;HRL;Harlingen;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2657;11093;HRO;Harrison;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2661;11098;HSB;Harrisburg;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2663;11100;HSI;Hastings;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2664;11101;HSL;Huslia;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2666;11103;HSP;Hot Springs;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2668;11105;HST;Homestead;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2669;11106;HSV;Huntsville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2674;11111;HTH;Hawthorne;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2676;11113;HTL;Houghton;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2678;11115;HTO;East Hampton;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2680;11117;HTS;Huntington-Ashland Apt;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2682;11119;HTV;Huntsville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2686;11123;HUD;Humboldt;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2688;11125;HUF;Terre Haute;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2693;11130;HUL;Houlton;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2694;11131;HUM;Houma;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2697;11134;HUS;Hughes;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2703;11141;HVE;Hanksville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2704;11144;HVN;New Haven;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2705;11145;HVR;Havre;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2706;11146;HVS;Hartsville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2708;11148;HWD;Hayward;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2709;11149;HWI;Hawk Inlet;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2712;11152;HWO;Hollywood;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2714;11155;HYA;Hyannis;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2717;11158;HYL;Hollis;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2719;11160;HYR;Hayward;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2720;11161;HYS;Hays;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2722;11163;HZL;Hazleton;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2724;11165;IA9;George Bush Intercontinental Apt/Houston;196;Stany Zjednoczone;;;;2018.05.22 09:00;
8397;18774;IAD;Washington Dulles International Airport;196;Stany Zjednoczone;Waszyngton;Eastern Standard Time;(UTC-05:00) Stany Zjednoczone i Kanada (czas wschodni);2020.06.25 09:38;
2726;11167;IAG;Niagara Falls;196;Stany Zjednoczone;;;;2018.05.22 09:00;
101;130;IAH;George Bush Intercont.;196;Stany Zjednoczone;Houston;Central Standard Time;(UTC-06:00) Stany Zjednoczone i Kanada (czas srodkowy);2018.05.22 09:00;
2728;11169;IAN;Kiana;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2742;11184;ICL;Clarinda;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2745;11187;ICT;Wichita;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2746;11188;ICY;Icy Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2747;11189;IDA;Idaho Falls;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2750;11192;IDG;Ida Grove;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2751;11193;IDI;Indiana;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2754;11196;IDO;Imperial;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2755;11197;IDP;Independence;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2760;11203;IFA;Iowa Falls;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2764;11208;IFP;Bullhead City;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2767;11211;IGG;Igiugig;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2770;11214;IGM;Kingman;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2781;11225;IHV;Smithville, Wayne;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2787;11232;IJX;Jacksonville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2788;11233;IKB;Wilkesboro;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2791;11236;IKK;Kankakee;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2793;11238;IKO;Nikolski;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2799;11244;ILD;Midland;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2800;11245;ILE;Killeen;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2802;11247;ILG;Wilmington;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2803;11248;ILI;Iliamna;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2805;11250;ILL;Willmar;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2806;11251;ILM;Wilmington;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2807;11252;ILN;Wilmington;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2822;11268;IML;Imperial;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2823;11269;IMM;Immokalee;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2827;11273;IMT;Iron Mountain;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2832;11278;IND;Indianapolis;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2834;11280;INF;Winfield;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2839;11285;INK;Wink;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2840;11286;INL;International Falls;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2843;11291;INS;Indian Springs;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2844;11292;INT;Winston Salem;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2846;11295;INW;Winslow;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2847;11296;INX;Mosinee;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2857;11307;IOW;Iowa City;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2865;11316;IPT;Williamsport;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2872;11323;IRB;Iraan;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2873;11324;IRC;Circle;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2879;11330;IRK;Kirksville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2884;11335;IRS;Sturgis;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2894;11346;ISL;Isabel Pass;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2895;11347;ISM;Kissimmee;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2896;11348;ISN;Williston;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2897;11349;ISO;Kinston;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2898;11350;ISP;Islip;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2899;11351;ISQ;Manistique;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2900;11352;ISS;Wiscasset;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2901;11353;ISW;Wisconsin Rapids;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2905;11357;ITH;Ithaca;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2910;11362;ITO;Hilo;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2917;11369;IVH;Ivishak;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2922;11375;IWD;Ironwood;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2948;11401;IYK;Inyokern;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2954;11407;JAC;Jackson;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2961;11415;JAN;Jackson;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2964;11418;JAR;Arcadia;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2965;11419;JAS;Jasper;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2969;11423;JAX;Jacksonville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2970;11424;JBK;Berkeley;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2971;11425;JBR;Jonesboro;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2972;11426;JBS;Pleasanton;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2979;11433;JCT;Junction;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2980;11434;JCY;Johnson City;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2981;11435;JDA;John Day;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2984;11438;JDN;Jordan;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2986;11440;JDY;Downey;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2988;11442;JEF;Jefferson City;196;Stany Zjednoczone;;;;2018.05.22 09:00;
2991;11445;JEM;Emeryville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
57;80;JFK;John F. Kennedy International Airport;196;Stany Zjednoczone;Nowy York;Eastern Standard Time;(UTC-05:00) Stany Zjednoczone i Kanada (czas wschodni);2018.05.22 09:00;
2993;11448;JFN;Jefferson;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3002;11457;JGX;Glendale;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3004;11459;JHC;Garden City;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3006;11461;JHM;Kapalua;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3009;11464;JHW;Jamestown;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3010;11465;JHY;Cambridge;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3024;11479;JKF;Jakolof Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3029;11484;JKV;Jacksonville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3030;11485;JLA;Cooper Lodge;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3031;11486;JLH;Arlington Heights;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3032;11487;JLN;Joplin;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3038;11493;JMC;Sausalito;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3039;11494;JMH;Schaumburg;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3041;11497;JMS;Jamestown;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3043;11499;JNA;Jena;196;Stany Zjednoczone;;;;2018.05.22 09:00;
8322;11504;JNU;Juneau;196;Stany Zjednoczone;;Alaskan Standard Time;(UTC-09:00) Alaska;2018.05.22 09:00;
3058;11515;JOR;Orange;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3060;11517;JOT;Joliet;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3061;11518;JOY;Johnson City;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3071;11529;JSD;Stratford;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3076;11534;JST;Johnstown;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3079;11537;JTO;Thousand Oaks;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3093;11551;JVI;Manville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3094;11552;JVL;Janesville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3096;11554;JXN;Jackson;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3109;11567;KAL;Kaltag;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3124;11582;KBC;Birch Creek;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3126;11584;KBE;Bell Island;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3132;11590;KBK;Klag Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3146;11605;KCC;Coffman Cove;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3152;11611;KCK;Kansas City;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3153;11612;KCL;Chignik;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3157;11616;KCR;Colorado Creek;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3182;11643;KEB;English Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3187;11649;KEH;Kenmore Air Harbor;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3190;11652;KEK;Ekwok;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3200;11662;KEU;Kelly Bar;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3207;11669;KFP;False Pass;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3216;11679;KGK;New Koliganek;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3226;11689;KGX;Grayling;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3228;11691;KGZ;Glacier Creek;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3232;11696;KHH;Kailua Kona;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3245;11709;KIB;Ivanof Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3246;11710;KIC;King City;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3249;11713;KIF;Kingfisher;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3267;11734;KKA;Koyuk;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3268;11735;KKB;Kitoi Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3272;11739;KKF;Kagvik Creek;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3274;11741;KKH;Kongiganak;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3275;11742;KKI;Akiachak;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3277;11744;KKK;Kalakaket;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3278;11745;KKL;Karluk Lake;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3283;11751;KKT;Kentland;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3284;11752;KKU;Ekuk;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3292;11761;KLG;Kalskag;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3297;11766;KLL;Levelock;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3298;11767;KLN;Larsen Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3300;11769;KLP;Kelp Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3303;11772;KLS;Kelso;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3304;11775;KLW;Klawock;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3320;11791;KMO;Manokotak;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3330;11801;KMY;Moser Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3333;11804;KNB;Kanab;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3340;11811;KNK;Kakhonak;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3349;11820;KNT;Kennett;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3352;11823;KNW;New Stuyahok;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3371;11842;KOT;Kotlik;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3376;11847;KOY;Olga Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3377;11848;KOZ;Ouzinkie;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3379;11850;KPB;Point Baker;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3380;11851;KPC;Port Clarence;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3381;11852;KPD;King of Prussia;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3385;11856;KPH;Pauloff Harbor;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3387;11858;KPK;Parks;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3390;11861;KPN;Kipnuk;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3394;11865;KPT;Jackpot;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3395;11866;KPV;Perryville;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3396;11867;KPY;Port Bailey;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3397;11868;KQA;Akutan;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3428;11902;KSM;Saint Marys;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3433;11907;KSR;Sandy River;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3440;11915;KTB;Thorne Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3445;11920;KTH;Tikchik;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3448;11924;KTN;Ketchikan;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3452;11928;KTS;Teller Mission;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3466;11944;KUK;Kasigluk;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3476;11955;KUW;Kugururok River;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3478;11957;KUY;Uyak;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3480;11959;KVC;King Cove;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3484;11963;KVL;Kivalina;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3489;11969;KWF;Waterfall;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3493;11973;KWK;Kwigillingok;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3496;11976;KWN;Quinhagak;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3498;11978;KWP;West Point;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3501;11981;KWT;Kwethluk;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3507;11987;KXA;Kasaan;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3516;11996;KYK;Karluk;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3517;11997;KYL;Key Largo;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3521;12001;KYU;Koyukuk;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3524;12004;KZB;Zachar Bay;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3528;12008;KZH;Kizhuyak;196;Stany Zjednoczone;;;;2018.05.22 09:00;
3533;12014;LAA;Lamar;196;Stany Zjednoczone;;;;2018.05.22 09:00;
